fname,itp,tp_prob,its,ts_prob
20210108230910.000000.GD.DOX.mseed_12000,[],[],[],[]
20210108230910.000000.GD.LVY.mseed_33000,[],[],[],[]
20210108230910.000000.GD.DYXC.mseed_33000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_36000,[],[],[],[]
20210116094420.000000.GD.QZI.mseed_69000,[2272],[0.916284],[2636],[0.939911]
20210108164734.000000.GD.DFH.mseed_18000,[],[],[],[]
20210108230910.000000.GD.GUL.mseed_21000,[1494],[0.948431],[],[]
20210108230910.000000.GD.HYJ.mseed_0,[],[],[],[]
20210116094420.000000.GD.QZI.mseed_72000,[],[],[],[]
20210108230910.000000.GD.DOX.mseed_15000,[],[],[],[]
20210108230910.000000.GD.DYXC.mseed_36000,[],[],[],[]
20210108230910.000000.GD.LVY.mseed_36000,[],[],[],[]
20210116094420.000000.GD.QZI.mseed_75000,[],[],[947],[0.373955]
20210108164734.000000.GD.DFH.mseed_21000,[1494],[0.960752],[],[]
20210108230910.000000.GD.DYXC.mseed_39000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_39000,[93],[0.987512],[364],[0.897396]
20210108230910.000000.GD.DOX.mseed_18000,[],[],[],[]
20210108230910.000000.GD.GUL.mseed_24000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_3000,[],[],[],[]
20210108164734.000000.GD.DFH.mseed_24000,[],[],[],[]
20210116094420.000000.GD.QZI.mseed_78000,[296],[0.834997],[572],[0.65437]
20210108230910.000000.GD.LVY.mseed_39000,[],[],[],[]
20210108230910.000000.GD.GUL.mseed_27000,[2364],[0.786824],[],[]
20210116094420.000000.GD.YAM.mseed_42000,[1494],[0.950812],[],[]
20210108230910.000000.GD.HYJ.mseed_6000,[683],[0.976835],[829],[0.957708]
20210108230910.000000.GD.DOX.mseed_21000,[1496],[0.823612],[],[]
20210108164734.000000.GD.DFH.mseed_27000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_0,[],[],[],[]
20210116094420.000000.GD.QZI.mseed_81000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_9000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_3000,[],[],[],[]
20210108164734.000000.GD.DFH.mseed_30000,[],[],[],[]
20210108230910.000000.GD.DOX.mseed_24000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_6000,[664],[0.882776],[788],[0.962615]
20210116094420.000000.GD.YAM.mseed_45000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_12000,[],[],[],[]
20210108230910.000000.GD.GUL.mseed_30000,[],[],[],[]
20210108164734.000000.GD.DFH.mseed_33000,[],[],[],[]
20210108230910.000000.GD.DOX.mseed_27000,[2271],[0.958998],[2427],[0.966153]
20210108230910.000000.GD.XIG.mseed_9000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_48000,[2448],[0.97711],[2717],[0.978864]
20210108230910.000000.GD.GUL.mseed_33000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_15000,[],[],[],[]
20210108164734.000000.GD.DFH.mseed_36000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_12000,[],[],[],[]
20210108230910.000000.GD.DOX.mseed_30000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_0,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_0,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_18000,[],[],[],[]
20210108230910.000000.GD.GUL.mseed_36000,[2452],[0.788874],[],[]
20210108164734.000000.GD.DFH.mseed_39000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_3000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_51000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_21000,[1492],[0.759724],[],[]
20210108230910.000000.GD.XIG.mseed_15000,[],[],[],[]
20210108230910.000000.GD.GUL.mseed_39000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_6000,[963],[0.907722],[1089],[0.941411]
20210108230910.000000.GD.DOY.mseed_3000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_54000,[1987],[0.668061],[2256],[0.7718]
20210108230910.000000.GD.DOX.mseed_33000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_18000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_24000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_9000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_57000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_6000,[655],[0.937314],[784],[0.980882]
20210108230910.000000.GD.DOX.mseed_36000,[],[],[2096],[0.800596]
20210108230910.000000.GD.YAM.mseed_0,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_0,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_3000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_21000,[1494],[0.941474],[],[]
20210116094420.000000.GD.YAM.mseed_60000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_9000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_27000,[2183],[0.98456],[2329],[0.964597]
20210108164734.000000.GD.DOX.mseed_12000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_6000,[705],[0.977559],[877],[0.97172]
20210108230910.000000.GD.DOX.mseed_39000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_63000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_24000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_9000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_30000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_15000,[1275],[0.472787],[],[]
20210108164734.000000.GD.LVY.mseed_3000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_12000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_27000,[2164],[0.901199],[2288],[0.973468]
20210108230910.000000.GD.YAM.mseed_12000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_66000,[2154],[0.946043],[2424],[0.966142]
20210108230910.000000.GD.HYJ.mseed_33000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_0,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_30000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_18000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_15000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_6000,[834],[0.826348],[932],[0.885016]
20210108230910.000000.GD.HYJ.mseed_36000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_33000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_15000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_21000,[1496],[0.969991],[],[]
20210116094420.000000.GD.YAM.mseed_69000,[2127],[0.977403],[2396],[0.97236]
20210108230910.000000.GD.QZI.mseed_3000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_9000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_18000,[],[],[],[]
20210108230910.000000.GD.HYJ.mseed_39000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_24000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_18000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_36000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_6000,[770],[0.978834],[980],[0.954496]
20210116094420.000000.GD.YAM.mseed_72000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_21000,[1496],[0.954221],[],[]
20210108164734.000000.GD.LVY.mseed_12000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_21000,[1494],[0.960182],[1784],[0.488604]
20210108230910.000000.GD.DOY.mseed_24000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_15000,[1070],[0.344766],[],[]
20210108230910.000000.GD.QZI.mseed_9000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_24000,[],[],[],[]
20210108230910.000000.GD.XIG.mseed_39000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_27000,[2155],[0.974949],[2285],[0.987717]
20210116094420.000000.GD.YAM.mseed_75000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_18000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_12000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_27000,[2463],[0.961026],[2588],[0.981744]
20210108230910.000000.GD.YAM.mseed_27000,[2205],[0.984158],[2376],[0.97731]
20210108230910.000000.GD.DOY.mseed_30000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_78000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_30000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_15000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_21000,[1494],[0.95383],[2148],[0.839838]
20210108230910.000000.GD.YAM.mseed_30000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_0,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_0,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_24000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_3000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_18000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_3000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_33000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_33000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_6000,[888],[0.652712],[1007],[0.858758]
20210108230910.000000.GD.DOY.mseed_33000,[],[],[],[]
20210116094420.000000.GD.YAM.mseed_81000,[1593],[0.981336],[1864],[0.91281]
20210108164734.000000.GD.LVY.mseed_27000,[2334],[0.958501],[2432],[0.964018]
20210108230910.000000.GD.QZI.mseed_21000,[1496],[0.876632],[],[]
20210108164734.000000.GD.GUL.mseed_6000,[],[],[],[]
20210108230910.000000.GD.YAM.mseed_36000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_36000,[2775],[0.510563],[],[]
20210108230910.000000.GD.DOY.mseed_36000,[2319],[0.442956],[],[]
20210108230910.000000.GD.QZI.mseed_24000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_30000,[],[],[179],[0.590173]
20210108164734.000000.GD.BLT.mseed_9000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_9000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_0,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_33000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_27000,[2270],[0.976334],[2480],[0.955637]
20210108230910.000000.GD.YAM.mseed_39000,[],[],[],[]
20210108164734.000000.GD.DOX.mseed_39000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_36000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_12000,[],[],[],[]
20210108230910.000000.GD.DOY.mseed_39000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_3000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_12000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_30000,[],[],[],[]
20210108164734.000000.GD.LVY.mseed_39000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_15000,[],[],[1227],[0.302693]
20210108230910.000000.GD.HEP.mseed_6000,[2253],[0.730876],[],[]
20210108230910.000000.GD.QZI.mseed_33000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_15000,[1023],[0.344733],[],[]
20210108164734.000000.GD.GUL.mseed_18000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_0,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_0,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_0,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_0,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_3000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_9000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_21000,[1495],[0.96175],[],[]
20210108230910.000000.GD.XFJ.mseed_6000,[699],[0.923483],[862],[0.939721]
20210108164734.000000.GD.QZI.mseed_3000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_18000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_3000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_3000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_12000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_24000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_21000,[1495],[0.963191],[],[]
20210108230910.000000.GD.QZI.mseed_36000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_6000,[900],[0.934845],[1043],[0.937489]
20210109183045.000000.GD.DOX.mseed_6000,[899],[0.963943],[1184],[0.977784]
20210108230910.000000.GD.XFJ.mseed_9000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_15000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_6000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_24000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_27000,[],[],[],[]
20210108230910.000000.GD.QZI.mseed_39000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_9000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_27000,[2388],[0.788797],[2505],[0.882117]
20210108164734.000000.GD.GUL.mseed_30000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_18000,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_12000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_9000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_12000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_21000,[1494],[0.95301],[],[]
20210108164734.000000.GD.BLT.mseed_30000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_33000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_9000,[883],[0.961821],[1168],[0.968523]
20210108164734.000000.GD.QZI.mseed_12000,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_15000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_24000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_15000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_15000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_33000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_12000,[],[],[],[]
20210108164734.000000.GD.GUL.mseed_36000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_0,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_18000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_18000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_27000,[2270],[0.440419],[2496],[0.59065]
20210108164734.000000.GD.BLT.mseed_36000,[2524],[0.583868],[],[]
20210108164734.000000.GD.HEP.mseed_21000,[1494 2951],[0.953139 0.566009],[],[]
20210108164734.000000.GD.HEP.mseed_24000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_21000,[1496],[0.93967],[],[]
20210108164734.000000.GD.GUL.mseed_39000,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_18000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_15000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_30000,[],[],[],[]
20210108164734.000000.GD.BLT.mseed_39000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_3000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_24000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_27000,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_21000,[1496],[0.975343],[],[]
20210109183045.000000.GD.DOX.mseed_18000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_33000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_0,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_0,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_27000,[2402],[0.973053],[2543],[0.971263]
20210108164734.000000.GD.DOY.mseed_6000,[922],[0.892206],[1087],[0.94229]
20210108230910.000000.GD.XFJ.mseed_24000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_30000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_30000,[],[],[2099],[0.348217]
20210108230910.000000.GD.XFJ.mseed_27000,[2200],[0.971842],[2362],[0.962132]
20210108230910.000000.GD.HEP.mseed_36000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_21000,[1496],[0.949865],[],[]
20210108164734.000000.GD.DOY.mseed_9000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_33000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_3000,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_30000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_24000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_3000,[],[],[],[]
20210108230910.000000.GD.HEP.mseed_39000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_33000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_12000,[],[],[],[]
20210108164734.000000.GD.QZI.mseed_36000,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_33000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_6000,[903],[0.904073],[1037],[0.946001]
20210109183045.000000.GD.DOX.mseed_27000,[2399],[0.965776],[2684],[0.97552]
20210108230910.000000.GD.XFJ.mseed_36000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_15000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_36000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_30000,[2383],[0.931204],[2668],[0.959225]
20210108164734.000000.GD.QZI.mseed_39000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_6000,[946],[0.898531],[1123],[0.924789]
20210108164734.000000.GD.LTK.mseed_9000,[],[],[],[]
20210108230910.000000.GD.XFJ.mseed_39000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_18000,[],[],[],[]
20210109183045.000000.GD.DOX.mseed_33000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_9000,[],[],[],[]
20210108164734.000000.GD.HEP.mseed_39000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_12000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_21000,[1496],[0.961402],[],[]
20210109183045.000000.GD.DOX.mseed_36000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_12000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_0,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_0,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_0,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_24000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_3000,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_3000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_15000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_15000,[],[],[902],[0.493227]
20210109183045.000000.GD.DOX.mseed_39000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_3000,[1981],[0.399073],[],[]
20210108164734.000000.GD.DOY.mseed_27000,[2422],[0.978188],[2588],[0.962927]
20210109183045.000000.GD.DOY.mseed_6000,[700],[0.980845],[886],[0.978037]
20210108164734.000000.GD.YAM.mseed_18000,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_6000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_21000,[1496],[0.953431],[],[]
20210108230910.000000.GD.ZHX.mseed_6000,[758],[0.968019],[960],[0.962641]
20210109183045.000000.GD.DOY.mseed_9000,[685],[0.987042],[872],[0.974079]
20210108164734.000000.GD.LTK.mseed_18000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_30000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_24000,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_9000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_0,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_0,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_27000,[2446],[0.966028],[2624],[0.980649]
20210108164734.000000.GD.DYXC.mseed_12000,[2471],[0.352785],[],[]
20210108164734.000000.GD.LTK.mseed_21000,[1494],[0.951483],[],[]
20210108164734.000000.GD.YAM.mseed_30000,[202],[0.428104],[376],[0.38308]
20210109183045.000000.GD.DOY.mseed_12000,[2741],[0.807369],[],[]
20210108164734.000000.GD.DYXC.mseed_15000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_9000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_3000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_3000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_33000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_33000,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_18000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_24000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_15000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_12000,[],[],[],[]
20210108164734.000000.GD.YAM.mseed_36000,[],[],[2405],[0.303067]
20210108164734.000000.GD.DYXC.mseed_21000,[1496],[0.875745],[],[]
20210108164734.000000.GD.DOY.mseed_36000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_6000,[1048],[0.967818],[1293],[0.944298]
20210109183045.000000.GD.QZI.mseed_6000,[947],[0.834849],[1326],[0.959133]
20210108164734.000000.GD.YAM.mseed_39000,[],[],[],[]
20210108164734.000000.GD.DOY.mseed_39000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_18000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_27000,[2404],[0.960389],[2537],[0.963075]
20210108230910.000000.GD.ZHX.mseed_15000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_21000,[1496],[0.936118],[],[]
20210108164734.000000.GD.DYXC.mseed_24000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_9000,[955],[0.740289],[1312],[0.957227]
20210108164734.000000.GD.LTK.mseed_30000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_18000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_24000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_33000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_12000,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_27000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_9000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_21000,[1496],[0.960042],[],[]
20210108164734.000000.GD.LTK.mseed_36000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_27000,[2199],[0.985509],[2386],[0.969436]
20210109183045.000000.GD.HEP.mseed_0,[1625],[0.365128],[],[]
20210108164734.000000.GD.XFJ.mseed_0,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_30000,[2836],[0.872417],[],[]
20210108164734.000000.GD.ZHX.mseed_12000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_15000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_24000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_30000,[2185],[0.931952],[84 2372],[0.927826 0.923216]
20210109183045.000000.GD.HEP.mseed_3000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_15000,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_33000,[],[],[],[]
20210108164734.000000.GD.LTK.mseed_39000,[],[],[],[]
20210108164734.000000.GD.XFJ.mseed_3000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_27000,[483 2257],[0.380102 0.894061],[2460],[0.892546]
20210109183045.000000.GD.QZI.mseed_18000,[],[],[],[]
20210109183045.000000.GD.HEP.mseed_6000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_33000,[],[],[252],[0.800371]
20210108164734.000000.GD.DYXC.mseed_36000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_30000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_18000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_21000,[1496],[0.883743],[],[]
20210108164734.000000.GD.XFJ.mseed_6000,[835],[0.925074],[932],[0.932831]
20210109183045.000000.GD.DFH.mseed_0,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_33000,[],[],[],[]
20210109183045.000000.GD.HEP.mseed_9000,[],[],[],[]
20210108164734.000000.GD.DYXC.mseed_39000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_36000,[],[],[],[]
20210109183045.000000.GD.DFH.mseed_3000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_21000,[1496],[0.959945],[],[]
20210108164734.000000.GD.XFJ.mseed_9000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_36000,[],[],[],[]
20210108230910.000000.GD.ZHX.mseed_39000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_24000,[],[],[],[]
20210109183045.000000.GD.DFH.mseed_6000,[],[],[],[]
20210109183045.000000.GD.HEP.mseed_12000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_24000,[],[],[],[]
20210108164734.000000.GD.XFJ.mseed_12000,[],[],[],[]
20210109183045.000000.GD.DOY.mseed_39000,[],[],[],[]
20210109183045.000000.GD.DFH.mseed_9000,[971],[0.690572],[1367],[0.91416]
20210109183045.000000.GD.QZI.mseed_27000,[2448],[0.863858],[2826],[0.946072]
20210109183045.000000.GD.HEP.mseed_15000,[],[],[],[]
20210108164734.000000.GD.HYJ.mseed_0,[],[],[],[]
20210108164734.000000.GD.XIG.mseed_0,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_27000,[2546],[0.964148],[2795],[0.941688]
20210108164734.000000.GD.XFJ.mseed_15000,[],[],[],[]
20210108164734.000000.GD.XIG.mseed_3000,[439],[0.458187],[883],[0.802764]
20210108164734.000000.GD.ZHX.mseed_30000,[],[],[],[]
20210108164734.000000.GD.HYJ.mseed_3000,[],[],[],[]
20210108164734.000000.GD.XFJ.mseed_18000,[],[],[],[]
20210109183045.000000.GD.HEP.mseed_18000,[],[],[],[]
20210108164734.000000.GD.XIG.mseed_6000,[],[],[],[]
20210109183045.000000.GD.DFH.mseed_12000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_30000,[2456],[0.631925],[2812],[0.886527]
20210108164734.000000.GD.ZHX.mseed_33000,[],[],[],[]
20210108164734.000000.GD.HYJ.mseed_6000,[837],[0.899653],[935],[0.918463]
20210109183045.000000.GD.DFH.mseed_15000,[],[],[],[]
20210109183045.000000.GD.HEP.mseed_21000,[1494],[0.952495],[],[]
20210108164734.000000.GD.XFJ.mseed_21000,[1495],[0.968306],[],[]
20210108164734.000000.GD.XIG.mseed_9000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_33000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_36000,[],[],[],[]
20210108164734.000000.GD.HYJ.mseed_9000,[],[],[],[]
20210109183045.000000.GD.XFJ.mseed_0,[],[],[],[]
20210109183045.000000.GD.DFH.mseed_18000,[],[],[],[]
20210109183045.000000.GD.HEP.mseed_24000,[],[],[],[]
20210108164734.000000.GD.XFJ.mseed_24000,[],[],[],[]
20210108164734.000000.GD.HYJ.mseed_12000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_36000,[],[],[],[]
20210108164734.000000.GD.XIG.mseed_12000,[],[],[],[]
20210109183045.000000.GD.DFH.mseed_21000,[1494],[0.955763],[],[]
20210108164734.000000.GD.HYJ.mseed_15000,[1116],[0.385174],[],[]
20210109183045.000000.GD.XFJ.mseed_3000,[],[],[],[]
20210108164734.000000.GD.ZHX.mseed_39000,[],[],[],[]
20210109183045.000000.GD.HEP.mseed_27000,[],[],[],[]
20210108164734.000000.GD.XFJ.mseed_27000,[2335],[0.963824],[2432],[0.96517]
20210108164734.000000.GD.HYJ.mseed_18000,[],[],[],[]
20210109183045.000000.GD.DFH.mseed_24000,[],[],[],[]
20210109183045.000000.GD.QZI.mseed_39000,[],[],[],[]
